student_id,name,age,gender,study_hours,attendance_percentage,previous_score,assignment_score,midterm_score,absences,sleep_hours,internet_access,parental_education,family_income,extracurricular,study_environment,final_score,performance
STU00969,Courtney Chapman,20,Male,2.3,53.9,53.2,82.3,68.5,26,8.9,No,Postgraduate,Low,Yes,Excellent,53.59,Pass
STU00970,Eric Barker,21,Male,0.8,99.2,54.9,40.7,76.7,2,5.7,Yes,Postgraduate,Low,No,Average,70.01,Pass
STU00971,Nicholas Rush,22,Male,4.9,79.3,59.0,88.5,48.5,11,6.7,No,Postgraduate,Middle,No,Excellent,71.73,Pass
STU00972,Jenna Gamble,22,Female,6.4,69.7,72.0,40.5,95.3,23,6.3,No,Diploma,Low,Yes,Excellent,69.83,Pass
STU00973,Amanda Guzman,22,Male,6.0,51.0,43.3,64.1,91.5,30,7.2,Yes,Diploma,Middle,No,Poor,60.89,Pass
STU00974,Tracy Walker,17,Female,4.2,56.0,82.2,47.3,93.0,29,9.5,Yes,Postgraduate,Low,Yes,Good,67.48,Pass
STU00975,Taylor Taylor,19,Male,7.6,76.0,74.0,84.5,39.2,16,7.6,Yes,High School,Middle,No,Good,65.21,Pass
STU00976,Cynthia Haas,19,Female,1.7,59.1,53.7,60.3,73.6,15,4.4,Yes,Diploma,Low,No,Poor,48.54,Fail
STU00977,Stephen Davis,19,Female,4.3,59.1,67.3,74.6,69.0,6,8.4,Yes,Postgraduate,Low,Yes,Good,67.86,Pass
STU00978,Margaret Tanner,16,Male,3.7,74.2,72.1,31.3,75.8,13,7.7,No,Graduate,High,No,Good,55.17,Pass
STU00979,Derek Wright,21,Female,2.8,54.3,35.9,94.6,78.2,26,4.8,Yes,Diploma,High,No,Excellent,60.66,Pass
STU00980,David Rodriguez,22,Male,6.8,52.2,45.4,92.3,30.6,27,5.2,No,High School,High,No,Excellent,42.68,Fail
STU00981,James Oconnor,18,Female,7.7,80.7,47.0,34.7,32.0,10,5.5,Yes,Postgraduate,High,No,Poor,51.51,Pass
STU00982,Stacey Snyder,17,Male,5.9,95.9,56.5,43.4,66.2,18,9.4,No,High School,High,Yes,Average,69.53,Pass
STU00983,Joshua Garcia,15,Male,6.5,53.3,75.0,70.0,93.5,24,4.7,No,High School,Low,Yes,Poor,73.12,Pass
STU00984,Sean Curtis,19,Male,3.6,74.1,34.6,49.5,52.7,7,9.7,No,High School,High,No,Excellent,51.98,Pass
STU00985,Carla Jones,15,Female,2.6,73.0,73.6,41.4,64.1,27,8.4,Yes,Graduate,Middle,Yes,Excellent,55.89,Pass
STU00986,Elizabeth Flores,15,Female,5.5,56.3,91.5,39.3,84.2,12,5.6,No,High School,Low,Yes,Average,68.6,Pass
STU00987,Angela Jackson,19,Male,7.5,86.0,79.0,45.3,61.0,5,7.7,No,High School,Low,No,Excellent,66.81,Pass
STU00988,Nicholas Payne,17,Male,7.7,94.5,47.6,87.6,66.3,19,6.8,No,Diploma,Low,Yes,Good,72.85,Pass
STU00989,Anna Wheeler,21,Male,2.9,79.0,77.4,58.8,74.0,10,8.2,Yes,Postgraduate,Middle,No,Excellent,62.39,Pass
STU00990,Karen Johnson,16,Male,6.9,72.9,47.1,46.9,63.8,6,9.3,Yes,Diploma,Middle,No,Poor,62.03,Pass
STU00991,Carmen Preston,19,Male,3.3,87.5,36.3,63.3,99.4,10,8.6,No,Postgraduate,Low,No,Poor,66.81,Pass
STU00992,Brian Harris,21,Male,2.3,70.5,80.7,84.0,46.0,29,9.5,Yes,Graduate,High,Yes,Average,49.07,Fail
STU00993,Michael Bowen,17,Female,4.9,69.0,62.6,72.4,69.2,18,6.9,No,Postgraduate,Low,Yes,Average,55.59,Pass
STU00994,Deborah Campbell,20,Male,6.6,77.1,38.5,83.6,95.3,25,9.7,Yes,Postgraduate,High,No,Poor,72.39,Pass
STU00995,Anthony Armstrong,15,Female,3.3,56.8,63.7,37.9,95.4,30,5.1,No,Diploma,Low,Yes,Excellent,53.37,Pass
STU00996,Brittany Ward,19,Female,3.4,89.7,59.7,42.0,48.7,26,7.1,No,Graduate,High,Yes,Good,45.22,Fail
STU00997,Edward Stanley,15,Male,1.6,80.6,66.8,80.0,95.6,23,9.5,Yes,Graduate,Low,No,Poor,65.49,Pass
STU00998,Christina Johnson,17,Female,7.2,98.6,85.9,37.7,96.3,28,6.5,No,Diploma,High,No,Good,72.56,Pass
STU00999,Edgar Miller,19,Female,0.6,72.1,33.0,68.1,53.7,8,6.8,Yes,Graduate,Middle,Yes,Excellent,51.6,Pass
STU01000,Elizabeth Sanders,20,Male,5.5,71.7,83.3,93.4,38.4,29,7.2,Yes,High School,High,No,Poor,62.95,Pass
STU01001,Matthew Davis MD,15,Male,2.6,52.4,73.5,90.4,41.4,13,8.9,No,Postgraduate,High,Yes,Poor,55.69,Pass
STU01002,Stephen Wood,15,Female,2.9,77.6,33.3,33.1,80.4,21,6.7,Yes,Graduate,Middle,No,Excellent,50.96,Pass
STU01003,Dennis Marshall,17,Male,2.4,59.5,73.5,30.0,86.4,3,4.5,No,Graduate,Low,No,Poor,53.24,Pass
STU01004,Derrick Brown,18,Male,4.1,67.7,50.8,97.5,74.9,24,4.1,No,Graduate,Low,Yes,Good,55.77,Pass
STU01005,Mary Miller,18,Male,3.7,93.8,49.6,36.6,83.1,15,7.6,No,High School,Middle,No,Average,58.56,Pass
STU01006,Joshua Arellano,15,Male,1.6,81.1,43.5,65.3,68.1,26,5.7,No,High School,Middle,No,Average,53.31,Pass
STU01007,Kristen Randall,18,Male,7.6,92.1,77.0,35.5,37.4,2,7.0,Yes,High School,Low,No,Average,61.97,Pass
STU01008,Jennifer Nichols,19,Male,3.2,82.0,38.4,60.1,49.2,27,9.3,Yes,Graduate,High,No,Poor,45.26,Fail
STU01009,Karen Keith,21,Male,0.8,95.7,84.1,50.8,85.3,27,4.2,No,Postgraduate,Middle,No,Poor,61.75,Pass
STU01010,Blake Orr,22,Female,2.8,68.1,34.3,99.3,32.8,11,7.9,Yes,Diploma,Low,No,Excellent,52.54,Pass
STU01011,Kathryn Lester,22,Female,3.8,97.4,46.0,67.2,63.8,0,8.2,No,Diploma,Middle,Yes,Poor,67.12,Pass
STU01012,Megan Oliver,18,Female,1.9,78.7,44.0,90.3,96.0,30,7.1,Yes,Diploma,Low,Yes,Good,59.82,Pass
STU01013,Peter Thompson,19,Male,3.1,61.7,33.2,48.8,75.8,20,7.2,Yes,High School,Middle,No,Poor,50.31,Pass
STU01014,Dr. Rhonda Martinez,20,Female,5.7,74.5,63.3,48.7,61.8,7,6.8,Yes,Postgraduate,Low,No,Poor,63.49,Pass
STU01015,William Graham,20,Male,5.8,97.0,51.4,33.0,64.7,30,7.3,Yes,Postgraduate,Low,No,Poor,62.31,Pass
STU01016,Lori Flowers MD,16,Male,7.9,97.3,42.8,91.3,79.3,29,6.7,Yes,Postgraduate,Middle,Yes,Average,71.42,Pass
STU01017,Suzanne Jones,15,Female,4.6,92.5,61.2,56.1,64.5,1,7.5,No,Postgraduate,Low,Yes,Poor,70.01,Pass
STU01018,James Nguyen,15,Female,1.2,80.2,37.9,35.5,66.9,27,6.4,No,Postgraduate,Low,No,Average,53.73,Pass
STU01019,Jimmy Marks,15,Female,4.9,54.5,58.0,42.2,99.1,12,7.4,No,Postgraduate,High,Yes,Good,56.82,Pass
STU01020,Lisa Mills,15,Female,1.2,98.8,48.6,59.7,75.5,16,4.1,No,Diploma,Low,Yes,Poor,63.56,Pass
STU01021,Jason Hernandez,16,Male,6.6,76.8,48.1,34.3,41.4,28,9.4,Yes,Graduate,Middle,No,Excellent,46.83,Fail
STU01022,Olivia Ayers,22,Male,1.0,84.5,67.2,58.3,55.5,7,5.3,Yes,High School,Low,Yes,Good,57.53,Pass
STU01023,Kristine Garcia,21,Female,5.5,98.5,41.4,71.8,59.7,9,6.7,Yes,Diploma,Middle,No,Good,67.97,Pass
STU01024,Joseph Cooper,19,Female,4.1,77.2,49.8,42.7,36.0,0,8.3,Yes,High School,Low,Yes,Excellent,47.43,Fail
STU01025,James Washington,20,Male,2.0,84.5,55.4,59.1,62.8,6,6.2,Yes,High School,Middle,Yes,Excellent,54.52,Pass
STU01026,Amanda Hill,22,Female,5.5,83.3,48.6,62.2,43.5,27,5.3,No,Graduate,Middle,No,Average,51.26,Pass
STU01027,Lee Steele,16,Female,0.7,94.8,43.7,45.9,49.6,28,4.8,Yes,Postgraduate,Low,Yes,Average,42.53,Fail
STU01028,Steve Rivera,18,Female,1.5,82.2,52.1,79.6,69.0,19,5.5,Yes,Diploma,Middle,No,Excellent,58.15,Pass
STU01029,Patrick Mccall,18,Female,5.4,55.8,64.9,60.6,48.8,5,7.6,Yes,Graduate,Low,Yes,Good,48.22,Fail
STU01030,Alicia Roth,15,Male,2.2,62.9,61.2,55.7,94.0,4,6.2,No,Postgraduate,Low,No,Poor,68.8,Pass
STU01031,Douglas Vasquez,15,Male,3.3,69.2,84.4,75.6,73.0,6,6.0,No,Diploma,Low,No,Average,64.87,Pass
STU01032,Annette Melton,20,Male,3.5,74.9,73.4,30.9,91.0,5,6.7,Yes,High School,Low,No,Poor,68.25,Pass
STU01033,William Ramos,15,Male,3.1,56.9,58.6,64.7,58.3,12,8.1,Yes,Graduate,Low,No,Excellent,55.64,Pass
STU01034,Debra Butler,18,Female,5.0,90.4,37.1,57.8,53.6,25,7.4,No,Diploma,High,No,Poor,55.86,Pass
STU01035,Chelsea Lewis,16,Male,7.0,53.9,34.7,89.5,44.9,28,8.0,Yes,Diploma,Low,No,Good,61.22,Pass
STU01036,Natalie Malone,20,Female,1.4,56.5,66.2,96.2,59.0,20,6.0,Yes,High School,High,Yes,Good,54.84,Pass
STU01037,Samantha Robertson,17,Female,5.1,96.5,84.4,99.7,31.6,7,4.7,Yes,Graduate,Low,No,Average,71.93,Pass
STU01038,Eric Hunter,16,Female,2.6,62.0,81.2,33.9,55.9,25,7.0,Yes,Diploma,High,No,Good,51.53,Pass
STU01039,Samuel Suarez,22,Female,4.7,86.4,53.1,72.9,71.0,5,7.3,No,Graduate,High,No,Excellent,59.29,Pass
STU01040,Corey Whitaker,22,Female,1.1,56.0,44.6,65.0,88.8,18,8.2,No,High School,Low,Yes,Average,58.06,Pass
STU01041,Danielle Bryant,22,Male,6.4,67.5,56.3,57.6,43.4,12,4.4,Yes,Graduate,Middle,No,Average,55.12,Pass
STU01042,Michele Hill,20,Female,1.8,52.3,80.7,47.7,88.1,17,8.2,Yes,Diploma,Low,No,Excellent,57.65,Pass
STU01043,Kathy Reid,20,Male,7.6,70.4,73.0,62.5,74.1,18,6.7,Yes,Postgraduate,High,No,Excellent,68.9,Pass
STU01044,Andre Watson,22,Female,4.5,90.5,77.8,76.5,37.9,13,8.3,No,Graduate,Middle,No,Good,55.13,Pass
STU01045,Cassandra Harrell,21,Male,4.3,94.7,89.8,33.9,87.4,5,4.2,No,Diploma,Middle,Yes,Good,72.44,Pass
STU01046,Hannah Martin,16,Female,1.6,87.3,30.5,41.8,70.7,26,8.3,Yes,Graduate,Low,Yes,Poor,39.76,Fail
STU01047,Nicole Barker,16,Female,7.4,85.3,73.7,57.6,30.1,1,4.7,Yes,Graduate,Low,No,Good,70.36,Pass
STU01048,James Martin,19,Female,3.6,86.5,63.9,35.2,43.4,6,9.0,Yes,Graduate,Low,No,Good,55.63,Pass
STU01049,Traci Vincent,20,Female,5.9,94.7,37.6,99.3,44.7,30,4.1,No,High School,Middle,Yes,Excellent,55.77,Pass
STU01050,Megan Adams,18,Male,4.9,95.2,50.8,76.9,43.2,23,7.7,Yes,Postgraduate,Low,No,Excellent,62.33,Pass
STU01051,Alejandro Deleon,20,Male,3.0,60.6,50.4,42.5,93.1,10,6.4,Yes,Postgraduate,High,No,Average,55.55,Pass
STU01052,Alexa Buck,22,Female,2.9,87.2,93.1,60.7,90.3,27,7.4,Yes,Graduate,Low,Yes,Good,61.59,Pass
STU01053,Lindsay Smith,15,Female,1.7,84.5,63.4,75.5,92.3,25,6.6,No,Graduate,Low,No,Excellent,66.04,Pass
STU01054,Robert Torres,21,Female,4.2,80.2,51.2,98.9,76.7,10,4.3,Yes,High School,Low,Yes,Good,68.75,Pass
STU01055,Maria Coleman,21,Female,2.9,81.2,33.7,31.7,61.5,6,6.0,No,High School,High,No,Average,41.09,Fail
STU01056,Gregory King,22,Male,1.7,84.5,63.4,44.0,52.4,10,7.6,No,Graduate,Low,Yes,Poor,49.97,Fail
STU01057,Michael Holloway,17,Male,1.0,57.4,34.8,86.9,82.7,26,8.5,No,High School,Low,Yes,Poor,58.71,Pass
STU01058,Brian Hunt,21,Female,4.1,82.1,32.5,73.5,84.5,6,7.0,Yes,Graduate,High,Yes,Excellent,70.12,Pass
STU01059,Sarah Brooks,15,Female,3.2,63.9,71.8,78.5,91.0,16,6.1,Yes,Diploma,Middle,No,Excellent,67.23,Pass
STU01060,Lisa Evans,17,Male,7.1,76.4,63.6,70.5,82.5,4,9.8,No,Postgraduate,High,Yes,Excellent,81.33,Pass
STU01061,Arthur Mcneil,18,Male,1.1,52.7,90.9,67.1,73.0,27,6.9,Yes,Graduate,Middle,No,Average,56.2,Pass
STU01062,Shannon Green,19,Male,6.1,65.6,49.9,88.6,35.1,16,9.3,No,Graduate,Low,Yes,Average,55.79,Pass
STU01063,Stephanie Evans,22,Male,2.4,79.6,90.8,77.5,59.0,26,8.1,No,Diploma,High,No,Excellent,55.47,Pass
STU01064,Ralph Yoder,22,Female,8.0,87.5,71.9,54.9,33.4,18,4.2,Yes,High School,Middle,No,Good,55.69,Pass
STU01065,Rebekah Greene,19,Female,4.7,88.1,64.9,88.9,32.3,19,6.2,Yes,Postgraduate,Low,Yes,Excellent,57.23,Pass
STU01066,Melanie Griffith,22,Female,1.0,97.7,44.5,94.6,59.8,29,9.9,Yes,High School,Middle,Yes,Average,51.54,Pass
STU01067,Yolanda Green,17,Female,4.7,96.5,30.3,82.4,93.2,28,4.8,No,High School,High,Yes,Excellent,67.1,Pass
STU01068,James Johnson,21,Male,7.5,77.1,64.3,39.9,30.1,11,8.9,Yes,High School,High,No,Excellent,51.63,Pass
STU01069,Laura Lee,22,Male,1.2,81.7,89.5,44.6,76.6,8,4.5,Yes,High School,Middle,Yes,Poor,53.64,Pass
STU01070,Courtney Nichols,22,Female,6.0,65.1,60.1,72.0,42.0,10,8.4,No,Diploma,Middle,Yes,Poor,59.53,Pass
STU01071,Susan Powers,19,Male,2.8,83.1,40.3,78.2,39.0,22,6.6,Yes,Graduate,High,No,Excellent,54.61,Pass
STU01072,Sarah Pittman,22,Male,2.5,94.1,88.0,43.8,73.0,2,4.5,Yes,Postgraduate,Low,No,Good,59.39,Pass
STU01073,Catherine Davis,17,Male,3.4,85.7,72.9,73.7,49.8,26,6.3,Yes,High School,Low,No,Poor,60.01,Pass
STU01074,David Stokes,21,Male,4.3,85.4,46.2,52.7,53.4,2,4.2,Yes,Graduate,Low,No,Good,52.49,Pass
STU01075,Catherine Frazier,17,Male,3.1,90.2,88.3,66.3,61.9,22,4.2,Yes,Diploma,Middle,Yes,Poor,62.33,Pass
STU01076,Brandon Kelly,21,Female,3.1,96.2,31.6,70.7,68.4,14,5.3,Yes,High School,Low,No,Average,62.16,Pass
STU01077,Elizabeth French,18,Female,3.7,82.6,77.3,30.1,95.6,29,5.0,Yes,Diploma,Low,Yes,Excellent,59.2,Pass
STU01078,David Carter,15,Male,0.8,56.2,94.1,52.1,38.1,10,4.6,Yes,High School,Low,Yes,Average,41.14,Fail
STU01079,Julie Delacruz,17,Male,5.9,92.7,46.7,31.5,45.6,13,4.3,Yes,Graduate,Middle,Yes,Average,52.79,Pass
STU01080,Terry Jones,21,Female,2.2,75.8,46.5,95.8,93.4,3,7.4,Yes,Diploma,Low,No,Good,62.79,Pass
STU01081,Kathryn Dillon,17,Male,3.2,69.1,56.8,80.9,61.6,12,9.1,No,High School,Middle,Yes,Excellent,58.42,Pass
STU01082,Edwin Brown,18,Male,4.7,54.8,43.0,58.9,44.4,21,9.3,No,Graduate,Low,Yes,Average,50.9,Pass
STU01083,Brenda Gonzalez,21,Female,1.7,72.8,69.4,78.4,56.8,24,9.2,No,High School,High,Yes,Good,47.67,Fail
STU01084,Keith Knox,16,Female,1.0,73.2,83.3,73.0,88.3,20,7.0,No,Diploma,Middle,Yes,Good,73.3,Pass
STU01085,Eugene Baldwin,22,Male,1.4,50.7,49.7,78.9,85.3,10,5.8,Yes,Postgraduate,Middle,Yes,Poor,41.72,Fail
STU01086,Katherine Welch,18,Male,3.6,61.6,38.9,43.8,33.9,19,5.2,Yes,Graduate,Low,No,Average,39.9,Fail
STU01087,Mark Smith,16,Male,0.6,81.4,50.6,98.1,43.6,4,6.1,No,Postgraduate,Middle,Yes,Average,64.72,Pass
STU01088,Philip Jackson,21,Male,5.4,69.4,72.1,33.1,33.8,20,6.7,Yes,Diploma,High,No,Good,58.92,Pass
STU01089,Katherine Gallagher,17,Female,4.6,94.4,36.8,87.6,44.7,10,6.4,Yes,Postgraduate,High,No,Poor,55.07,Pass
STU01090,Lucas Schultz,18,Female,1.6,75.2,82.1,60.9,64.3,10,9.1,Yes,Diploma,High,Yes,Average,50.91,Pass
STU01091,Vincent Reyes,18,Female,5.8,74.5,46.8,91.9,70.4,16,5.3,No,Diploma,Middle,Yes,Poor,69.38,Pass
STU01092,Curtis Watson,22,Male,0.8,99.6,38.5,85.7,57.6,30,7.0,Yes,High School,High,Yes,Average,51.79,Pass
STU01093,Frank Whitaker,17,Male,7.1,70.6,64.9,33.5,30.2,5,5.5,Yes,Diploma,High,Yes,Excellent,48.21,Fail
STU01094,Michael Sims,22,Female,1.4,70.5,72.1,79.8,42.5,5,4.5,Yes,Diploma,Middle,Yes,Average,53.69,Pass
STU01095,Michael Cooper,19,Female,7.6,63.0,85.5,90.4,84.1,18,5.0,No,Diploma,Middle,No,Poor,77.65,Pass
STU01096,James Chapman,20,Female,5.0,66.9,47.1,38.5,65.7,12,7.5,Yes,Postgraduate,Middle,No,Excellent,57.78,Pass
STU01097,Rodney Evans,17,Female,3.2,73.8,53.6,74.9,93.1,0,5.0,No,Postgraduate,Low,No,Average,60.79,Pass
STU01098,Nicholas Carlson,17,Female,5.2,86.4,90.6,49.5,96.5,12,4.4,No,Graduate,Middle,No,Excellent,71.51,Pass
STU01099,Stephen Cowan,22,Male,5.0,52.9,88.1,67.1,76.9,10,9.0,Yes,Postgraduate,Low,Yes,Average,64.15,Pass
STU01100,Steven Howard,15,Male,1.5,73.4,68.9,32.2,49.2,27,4.2,No,Postgraduate,Middle,No,Excellent,48.07,Fail
STU01101,Travis Hull,20,Female,3.7,94.8,93.9,74.6,41.3,15,9.4,No,High School,Middle,Yes,Poor,58.65,Pass
STU01102,Darryl Acosta,21,Male,7.4,87.9,77.6,79.6,44.0,6,5.3,No,Graduate,High,No,Excellent,68.37,Pass
STU01103,Nicholas Lawrence,20,Male,5.7,61.0,58.5,84.7,84.9,20,6.7,No,Postgraduate,High,Yes,Average,69.47,Pass
STU01104,Jacob Santos,22,Male,5.4,61.4,47.8,52.0,38.2,29,5.6,No,High School,High,Yes,Good,49.01,Fail
STU01105,Shawn Scott,22,Male,2.1,72.8,89.0,37.3,80.4,8,8.1,Yes,Diploma,Low,Yes,Poor,51.06,Pass
STU01106,Amber Vang,21,Female,6.2,62.9,75.1,32.8,88.8,22,6.7,Yes,Diploma,Middle,Yes,Excellent,68.63,Pass
STU01107,Martha Smith,19,Female,5.3,61.1,74.0,84.1,63.1,16,7.7,No,Graduate,High,No,Poor,68.68,Pass
STU01108,Jennifer James,16,Female,4.2,92.1,82.1,58.7,46.1,26,6.4,Yes,Graduate,High,Yes,Excellent,59.01,Pass
STU01109,Kara Hernandez,19,Male,6.7,61.4,64.1,86.4,54.7,5,7.9,No,High School,Low,Yes,Excellent,62.33,Pass
STU01110,Lorraine Turner,21,Female,6.5,54.9,47.6,89.9,54.3,23,9.8,No,Diploma,Low,No,Average,58.52,Pass
STU01111,Mary Nelson,17,Male,7.8,63.4,32.7,79.4,61.6,15,4.6,Yes,High School,Middle,Yes,Average,59.6,Pass
STU01112,Breanna Rivas,18,Male,7.7,84.7,82.1,57.8,53.5,23,5.4,Yes,Diploma,Middle,No,Excellent,65.31,Pass
STU01113,Nathan Wilson,16,Male,4.1,77.6,71.1,48.0,96.4,2,5.0,No,High School,Middle,Yes,Good,57.09,Pass
STU01114,Brian Gonzalez,16,Female,3.9,78.5,58.3,59.0,81.3,0,8.1,Yes,Postgraduate,Middle,Yes,Poor,63.81,Pass
STU01115,Dennis Mills,15,Female,6.7,62.5,69.6,71.0,55.9,24,6.9,Yes,High School,Low,Yes,Poor,57.07,Pass
STU01116,Michael Phillips,21,Female,2.1,55.3,74.4,76.3,96.5,29,8.4,No,Postgraduate,Middle,No,Good,60.89,Pass
STU01117,Jon Clark,20,Female,0.9,94.2,86.1,61.0,71.0,10,9.9,Yes,Graduate,High,No,Excellent,68.83,Pass
STU01118,Erin Smith,15,Female,1.1,59.6,58.6,70.9,87.1,27,9.9,No,High School,Low,No,Excellent,57.79,Pass
STU01119,Susan Conley,17,Male,3.4,52.4,82.1,72.3,43.9,19,7.0,Yes,Graduate,High,Yes,Good,56.8,Pass
STU01120,Brittany Davis,22,Female,4.2,65.3,93.3,76.4,58.6,16,5.7,No,Diploma,Low,No,Poor,66.06,Pass
STU01121,Misty Garcia,20,Male,6.0,62.1,41.2,67.1,50.3,25,7.8,No,Postgraduate,Low,No,Excellent,55.54,Pass
STU01122,David Hinton,16,Female,2.6,50.0,38.3,95.4,90.7,13,5.4,No,High School,High,No,Good,54.93,Pass
STU01123,John Garcia,18,Male,6.3,80.4,93.1,56.2,77.7,27,4.4,Yes,Diploma,Middle,Yes,Good,71.41,Pass
STU01124,Andrew Roberts,22,Male,4.5,64.4,37.8,79.2,75.1,28,6.2,No,High School,Middle,Yes,Average,57.45,Pass
STU01125,Emily Rodgers,18,Male,7.6,51.1,49.7,94.5,52.5,24,5.5,Yes,High School,Middle,Yes,Average,66.09,Pass
STU01126,Peter Williams,20,Female,1.3,97.2,81.7,42.7,79.8,24,6.3,No,Diploma,High,No,Excellent,61.93,Pass
STU01127,Mary Jackson,16,Male,3.5,89.2,92.6,38.9,59.4,29,6.9,No,High School,High,No,Average,52.12,Pass
STU01128,Jeffrey Howell,16,Female,0.9,84.3,58.4,43.6,87.1,12,8.8,No,Postgraduate,Low,Yes,Good,52.13,Pass
STU01129,Anna Briggs,16,Female,4.1,64.9,71.5,50.2,46.5,2,8.4,Yes,High School,Middle,Yes,Poor,50.72,Pass
STU01130,James Rivers,20,Male,2.3,96.8,63.8,55.5,91.1,27,6.4,No,Postgraduate,High,Yes,Good,62.54,Pass
STU01131,James Jefferson,15,Male,3.0,60.4,54.6,52.2,77.4,27,5.7,No,Postgraduate,Middle,No,Average,49.73,Fail
STU01132,Mariah Robles,18,Male,1.9,70.4,90.9,56.4,76.5,12,5.5,Yes,Postgraduate,Middle,Yes,Good,61.03,Pass
STU01133,Michael Brown,18,Female,1.5,52.9,49.9,41.0,42.2,21,8.6,No,Diploma,High,No,Average,39.97,Fail
STU01134,Caitlin Perry,15,Female,3.3,75.3,66.6,51.9,50.7,9,8.4,Yes,Graduate,High,No,Average,53.42,Pass
STU01135,Rebekah Gregory,22,Female,7.0,59.6,36.3,92.8,54.5,22,7.3,No,High School,Middle,Yes,Average,55.05,Pass
STU01136,James Howard,18,Male,4.9,76.3,43.2,61.6,85.8,29,7.5,Yes,Postgraduate,High,No,Good,60.8,Pass
STU01137,Michael Roberson,17,Male,1.2,77.4,75.7,85.5,74.0,17,4.9,No,Graduate,Middle,No,Good,66.15,Pass
STU01138,Bianca Knapp,21,Female,0.7,70.6,51.6,76.9,45.1,2,7.5,No,Graduate,High,Yes,Excellent,55.44,Pass
STU01139,Jason Williams,16,Male,7.3,89.9,89.9,98.5,30.7,10,7.7,Yes,Graduate,Middle,Yes,Average,75.78,Pass
STU01140,Ernest Bush,22,Female,2.4,99.1,69.9,85.5,36.0,9,5.1,Yes,Diploma,Low,Yes,Poor,56.99,Pass
STU01141,Patricia Ray,20,Male,6.2,51.1,83.1,31.0,76.0,21,6.2,Yes,Postgraduate,Middle,Yes,Poor,66.72,Pass
STU01142,Vanessa Santiago,16,Female,3.1,55.4,34.5,71.2,66.4,15,8.5,Yes,High School,Low,No,Excellent,56.51,Pass
STU01143,Joseph Haynes,17,Female,4.3,71.1,55.9,31.9,53.5,7,9.9,Yes,High School,Low,No,Excellent,51.23,Pass
STU01144,Matthew Wright,19,Male,4.9,92.4,58.7,31.3,35.2,20,7.1,No,High School,Middle,No,Good,55.55,Pass
STU01145,Michael Cruz,22,Female,7.8,84.7,34.6,43.3,84.0,0,9.0,Yes,High School,Low,Yes,Excellent,76.45,Pass
STU01146,Kristin Huerta,18,Male,0.7,91.4,81.2,48.1,79.6,18,5.3,No,Graduate,High,Yes,Average,66.01,Pass
STU01147,Mason Moore,21,Female,0.8,60.1,41.6,53.6,59.3,20,7.1,No,Graduate,High,Yes,Poor,35.42,Fail
STU01148,Sarah Booth,20,Male,0.7,80.3,55.7,50.9,90.7,22,8.5,Yes,Postgraduate,High,Yes,Excellent,57.2,Pass
STU01149,John Allen,22,Male,6.9,74.7,38.5,78.7,44.4,16,6.6,Yes,Diploma,High,Yes,Average,57.72,Pass
STU01150,Amber Walker,17,Male,6.1,81.0,82.2,60.2,85.0,17,6.8,No,Graduate,Low,Yes,Average,77.51,Pass
STU01151,Jennifer Young,18,Male,7.6,74.3,60.1,85.0,87.5,2,7.3,No,High School,Low,Yes,Good,75.53,Pass
STU01152,Robert West,20,Male,7.8,87.6,82.7,32.3,62.8,13,7.9,Yes,Diploma,Middle,Yes,Good,61.14,Pass
STU01153,Jillian Wilson,22,Male,6.7,52.5,85.4,68.4,43.8,18,5.9,No,Graduate,High,No,Average,59.5,Pass
STU01154,Matthew Garcia MD,16,Male,0.9,57.9,82.8,39.3,46.3,7,6.7,Yes,Diploma,Low,No,Average,36.84,Fail
STU01155,April Davis,17,Male,4.4,88.2,59.1,85.3,73.3,18,4.7,No,Graduate,Low,No,Poor,65.35,Pass
STU01156,Lisa Torres,19,Female,3.5,87.2,67.7,57.2,42.0,12,5.4,Yes,Postgraduate,Middle,Yes,Good,48.85,Fail
STU01157,Christine Powers,21,Male,4.8,71.2,63.5,41.9,76.4,17,9.1,Yes,High School,High,No,Average,60.7,Pass
STU01158,Heidi Brown,20,Male,7.8,66.7,68.7,36.3,72.4,13,4.5,Yes,Graduate,Middle,No,Poor,54.26,Pass
STU01159,Jesse Castro,18,Male,7.7,85.8,81.2,79.3,71.3,8,6.7,Yes,High School,High,No,Poor,79.88,Pass
STU01160,Kara Sandoval,20,Male,4.9,76.9,59.5,44.7,30.3,11,5.4,No,Graduate,Low,Yes,Good,49.36,Fail
STU01161,Ashley Malone,15,Male,4.3,69.0,59.2,98.6,54.5,12,6.7,Yes,Postgraduate,Low,Yes,Average,63.18,Pass
STU01162,Glenn Gallegos,19,Female,6.2,57.5,67.2,47.8,46.0,3,4.1,No,Graduate,High,No,Poor,60.9,Pass
STU01163,Dorothy Boyd,15,Male,1.5,65.5,37.6,99.0,51.6,10,4.8,No,Diploma,Middle,No,Excellent,52.61,Pass
STU01164,Amber Martin,17,Female,1.0,93.1,92.5,47.3,61.5,0,4.1,Yes,Diploma,Low,No,Good,52.33,Pass
STU01165,Mitchell Griffith,15,Female,5.3,70.7,47.6,44.5,75.8,22,6.5,Yes,Postgraduate,High,No,Average,60.66,Pass
STU01166,Levi Lopez,22,Female,4.7,92.9,37.6,85.0,77.1,25,4.7,No,Graduate,Middle,No,Average,60.22,Pass
